X1 lower, X1 upper, Result, Total Time, DNN Time, Num Branches, Num Flowpipes
0.656400, 0.656450, SAFE, 4181.679804, 1719.052368, 2, 13119
0.656450, 0.656500, SAFE, 4207.080858, 1714.828857, 2, 13119
0.656500, 0.656550, SAFE, 4210.282451, 1713.536133, 2, 13119
0.655050, 0.655100, SAFE, 8415.732332, 3660.148438, 7, 23157
0.656600, 0.656650, SAFE, 4174.865957, 1692.728271, 2, 13119
0.656550, 0.656600, SAFE, 4231.082989, 1725.937378, 2, 13119
0.651200, 0.651250, SAFE, 21557.062967, 9398.793945, 27, 59311
0.655100, 0.655150, SAFE, 8384.810715, 3640.313721, 7, 23157
0.656750, 0.656800, SAFE, 3786.466587, 1519.210083, 1, 11960
0.656800, 0.656850, SAFE, 3778.643547, 1508.353516, 1, 11960
0.656850, 0.656900, SAFE, 3736.491515, 1490.579224, 1, 11960
0.656900, 0.656950, SAFE, 3743.782062, 1515.561523, 1, 11960
0.656950, 0.657000, SAFE, 3754.901771, 1515.199829, 1, 11960
0.657000, 0.657050, SAFE, 3763.334036, 1516.792603, 1, 11960
0.652450, 0.652500, SAFE, 22908.878843, 9745.002930, 18, 65443
0.654650, 0.654700, SAFE, 12014.672357, 5069.796875, 4, 34146
0.657050, 0.657100, SAFE, 3756.113157, 1506.486938, 1, 11960
0.656250, 0.656300, SAFE, 7437.449226, 2946.987549, 3, 23896
0.655150, 0.655200, SAFE, 11421.715481, 4848.206543, 8, 32637
0.654950, 0.655000, SAFE, 13192.798121, 5448.814453, 9, 38990
0.655450, 0.655500, SAFE, 11611.680845, 4973.850586, 8, 32637
0.655350, 0.655400, SAFE, 11691.815701, 5063.771973, 8, 32637
0.655400, 0.655450, SAFE, 11702.437740, 5027.107910, 8, 32637
0.655250, 0.655300, SAFE, 11802.766511, 5104.334961, 8, 32637
0.655300, 0.655350, SAFE, 11857.313376, 5117.506836, 8, 32637
0.656700, 0.656750, SAFE, 9418.545076, 3954.993164, 6, 27626
0.657400, 0.657450, SAFE, 6585.563998, 2893.130615, 5, 17389
0.657450, 0.657500, SAFE, 6650.120204, 2919.438965, 5, 17389
0.655200, 0.655250, SAFE, 14532.232754, 6175.641602, 9, 41854
0.654900, 0.654950, SAFE, 16673.979995, 6846.896973, 8, 50296
0.657650, 0.657700, SAFE, 6523.455547, 2820.879883, 5, 17389
0.657600, 0.657650, SAFE, 6555.095338, 2898.451172, 5, 17389
0.657550, 0.657600, SAFE, 6676.327563, 2940.270264, 5, 17389
0.657500, 0.657550, SAFE, 6873.736919, 2929.574707, 5, 17389
0.657700, 0.657750, SAFE, 6643.322780, 2913.512451, 5, 17389
0.657750, 0.657800, SAFE, 6713.096065, 2949.885498, 5, 17389
0.657800, 0.657850, SAFE, 6613.378856, 2903.994385, 5, 17389
0.657900, 0.657950, SAFE, 6597.923091, 2906.083252, 5, 17389
0.657850, 0.657900, SAFE, 6682.675954, 2974.834717, 5, 17389
0.657950, 0.658000, SAFE, 6673.031659, 2910.134277, 5, 17389
0.656650, 0.656700, SAFE, 12477.974088, 5201.122070, 8, 36186
0.657350, 0.657400, SAFE, 10294.823824, 4366.199707, 7, 28805
0.656200, 0.656250, SAFE, 15101.266761, 6382.368652, 8, 43290
0.657300, 0.657350, SAFE, 10788.226825, 4640.875488, 8, 29704
0.652100, 0.652150, SAFE, 32209.212939, 13445.666016, 30, 92834
0.657150, 0.657200, SAFE, 13248.680545, 5576.147949, 8, 37244
0.655550, 0.655600, SAFE, 20756.733743, 8888.758789, 16, 58279
0.655600, 0.655650, SAFE, 20877.105158, 8949.742188, 16, 58279
0.656050, 0.656100, SAFE, 19712.678101, 8421.369141, 13, 56352
0.655650, 0.655700, SAFE, 20806.645618, 8953.618164, 16, 58279
0.656150, 0.656200, SAFE, 18986.072299, 8011.366211, 11, 54820
0.655900, 0.655950, SAFE, 20071.617343, 8540.524414, 14, 56996
0.655950, 0.656000, SAFE, 20206.019774, 8704.570312, 14, 56996
0.656000, 0.656050, SAFE, 20151.948144, 8612.561523, 14, 56996
0.658050, 0.658100, SAFE, 11726.555291, 5049.846191, 5, 32009
0.655750, 0.655800, SAFE, 20523.278668, 8799.728516, 16, 58279
0.655850, 0.655900, SAFE, 20421.581609, 8761.428711, 16, 58279
0.655800, 0.655850, SAFE, 20587.248531, 8855.425781, 16, 58279
0.655700, 0.655750, SAFE, 21102.265160, 8880.275391, 16, 58279
0.657100, 0.657150, SAFE, 15743.862833, 6803.516113, 15, 43464
0.657200, 0.657250, SAFE, 15448.041578, 6674.817383, 11, 41848
0.656100, 0.656150, SAFE, 20101.749152, 8557.871094, 14, 56996
0.658000, 0.658050, SAFE, 13644.709896, 5815.741211, 7, 39964
0.658100, 0.658150, SAFE, 13158.378639, 5678.725586, 6, 36027
0.658200, 0.658250, SAFE, 12578.986268, 5411.447754, 5, 34274
0.658250, 0.658300, SAFE, 12476.259406, 5395.530762, 5, 34274
0.658300, 0.658350, SAFE, 12483.227267, 5362.897461, 5, 34274
0.658400, 0.658450, SAFE, 12479.197295, 5424.201660, 5, 34274
0.655500, 0.655550, SAFE, 24069.991911, 10301.439453, 22, 67798
0.658350, 0.658400, SAFE, 12620.990391, 5413.129395, 5, 34274
0.657250, 0.657300, SAFE, 18207.233245, 7836.406738, 19, 49752
0.658150, 0.658200, SAFE, 15531.321651, 6679.157715, 6, 42453
0.659800, 0.659850, SAFE, 6605.379209, 2909.509521, 5, 17389
0.658450, 0.658500, SAFE, 16580.085056, 7009.109863, 10, 46528
0.659750, 0.659800, SAFE, 6728.270277, 2983.144043, 5, 17389
0.659950, 0.660000, SAFE, 6593.064132, 2884.413330, 5, 17389
0.659900, 0.659950, SAFE, 6628.869835, 2906.889160, 5, 17389
0.659850, 0.659900, SAFE, 6679.472824, 2963.306885, 5, 17389
0.660000, 0.660050, SAFE, 6700.641718, 2945.645264, 5, 17389
0.660050, 0.660100, SAFE, 6723.586726, 2992.421143, 5, 17389
0.660100, 0.660150, SAFE, 6669.824958, 2932.832275, 5, 17389
